family,transfer_status,source_rows,source_trades,source_tp,source_sl,source_reward_sum,source_avg_balance,source_max_temporal_trust_support,target_rows,target_trades,target_tp,target_sl,target_reward_sum,target_avg_balance,target_max_temporal_trust_support,target_max_temporal_caution_support,target_max_afterimage,target_max_trade_readiness,source_tones,target_tones,source_temporal_states,target_temporal_states
dio_0rbo,source_only,4,0,0,0,0.0,0.056196,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_0tmw,source_only,4,0,0,0,0.0,0.01597,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_11nf,source_only,3,0,0,0,0.0,0.041275,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 3},{},{'temporal_first_contact': 3},{}
dio_13dt,source_only,4,0,0,0,0.0,0.034853,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_13st,source_only,2,0,0,0,0.0,0.070889,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 2},{},{'temporal_first_contact': 2},{}
dio_14ms,source_only,1,0,0,0,0.0,0.07024,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 1},{},{'temporal_first_contact': 1},{}
dio_15vo,source_only,4,0,0,0,0.0,0.00803,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_161r,source_only,4,0,0,0,0.0,0.145274,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_17cm,source_only,1,0,0,0,0.0,0.050995,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 1},{},{'temporal_first_contact': 1},{}
dio_17o5,source_only,4,0,0,0,0.0,0.028967,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_17y4,source_only,3,0,0,0,0.0,0.023126,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 3},{},{'temporal_first_contact': 3},{}
dio_194c,source_only,4,0,0,0,0.0,0.030927,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_1bgr,source_only,7,0,0,0,0.0,0.179794,0.627587,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 7},{},"{'temporal_first_contact': 4, 'temporal_near_return': 3}",{}
dio_1h53,source_only,4,0,0,0,0.0,-0.006017,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'observation_tone': 4},{},{'temporal_first_contact': 4},{}
dio_1iuq,source_only,2,0,0,0,0.0,-0.005528,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 2},{},{'temporal_first_contact': 2},{}
dio_1jop,source_only,2,0,0,0,0.0,-0.005527,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 2},{},{'temporal_first_contact': 2},{}
dio_1km5,source_only,4,0,0,0,0.0,0.062761,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_1t6b,source_only,4,0,0,0,0.0,0.064013,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
dio_1u7q,source_only,4,0,0,0,0.0,0.09458,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,{'focus_tone': 4},{},{'temporal_first_contact': 4},{}
