phase,family,classification,run_count,rows,executed_rows,observed_rows,raw_trade_rows,first_observed_run,first_observed_tick,first_executed_run,first_executed_tick,reward_sum,executed_reward_sum,observed_best_reward_sum,avg_observation_learning_pressure,observed_sehen_form_flow,executed_sehen_form_flow,observed_sehen_form_stability,executed_sehen_form_stability,observed_sehen_form_change,executed_sehen_form_change,observed_hoeren_energy_tone,executed_hoeren_energy_tone,observed_hoeren_energy_shift,executed_hoeren_energy_shift,observed_fuehlen_mcm_coherence,executed_fuehlen_mcm_coherence,observed_fuehlen_mcm_tension,executed_fuehlen_mcm_tension,observed_fuehlen_mcm_asymmetry,executed_fuehlen_mcm_asymmetry,observed_trade_readiness,executed_trade_readiness,observed_associative_trade,executed_associative_trade,observed_observation_trade_signal,executed_observation_trade_signal,observed_observation_trade_readiness,executed_observation_trade_readiness,observed_maturity_gap,executed_maturity_gap,observed_mature_transfer,executed_mature_transfer,observed_observation_learning_pressure,executed_observation_learning_pressure
sensor_relation_probe4,dio_0rps,held_observation,4,4,0,4,0,64,13,0,0,0.0,0.0,0.660728,0.04597,0.738949,0.0,1.0,0.0,0.398866,0.0,0.369388,0.0,0.6,0.0,0.896571,0.0,0.52932,0.0,0.629539,0.0,0.008665,0.0,0.051602,0.0,0.000667,0.0,7.3e-05,0.0,0.042938,0.0,0.008665,0.0,0.04597,0.0
sensor_relation_probe4,dio_1alf,held_observation,4,4,0,4,0,64,14,0,0,0.0,0.0,2.107256,0.043262,0.871197,0.0,1.0,0.0,0.129554,0.0,0.252829,0.0,-0.025,0.0,0.929208,0.0,0.49282,0.0,0.513963,0.0,0.020175,0.0,0.056376,0.0,0.002222,0.0,0.000244,0.0,0.036201,0.0,0.020175,0.0,0.043262,0.0
sensor_relation_probe4,dio_0hiu,held_observation,3,3,0,3,0,64,2,0,0,0.0,0.0,2.643525,0.057147,0.144502,0.0,1.0,0.0,0.022045,0.0,0.072368,0.0,0.0,0.0,0.979737,0.0,0.094612,0.0,0.086212,0.0,0.018377,0.0,0.069092,0.0,0.003245,0.0,0.000357,0.0,0.050715,0.0,0.018377,0.0,0.057147,0.0
sensor_relation_probe4,dio_0g8c,held_observation,3,3,0,3,0,64,3,0,0,0.0,0.0,1.655475,0.059526,-0.133387,0.0,-0.333333,0.0,-0.698745,0.0,0.413722,0.0,0.792793,0.0,0.084158,0.0,0.341585,0.0,-0.083837,0.0,0.013255,0.0,0.068141,0.0,0.002021,0.0,0.000222,0.0,0.054887,0.0,0.013255,0.0,0.059526,0.0
sensor_relation_probe4,dio_0yok,held_observation,3,3,0,3,0,64,4,0,0,0.0,0.0,0.103713,0.054885,-0.489085,0.0,-1.0,0.0,-0.624602,0.0,0.461684,0.0,0.35503,0.0,-0.329272,0.0,0.499259,0.0,-0.352786,0.0,0.004194,0.0,0.057611,0.0,0.000108,0.0,1.2e-05,0.0,0.053417,0.0,0.004194,0.0,0.054885,0.0
sensor_relation_probe4,dio_1hhw,held_observation,3,3,0,3,0,64,5,0,0,0.0,0.0,1.624635,0.05115,-0.754952,0.0,0.0,0.0,-0.033043,0.0,0.102571,0.0,-0.357143,0.0,0.37128,0.0,0.365446,0.0,-0.502132,0.0,0.012443,0.0,0.059238,0.0,0.00171,0.0,0.000188,0.0,0.046795,0.0,0.012443,0.0,0.05115,0.0
sensor_relation_probe4,dio_1og7,held_observation,3,3,0,3,0,64,16,0,0,0.0,0.0,3.428376,0.042025,0.344582,0.0,-1.0,0.0,-0.582954,0.0,-0.166644,0.0,-0.024038,0.0,-0.24666,0.0,0.307988,0.0,0.048249,0.0,0.021206,0.0,0.055809,0.0,0.00326,0.0,0.000359,0.0,0.034603,0.0,0.021206,0.0,0.042025,0.0
sensor_relation_probe4,dio_09n6,held_observation,2,2,0,2,0,64,7,0,0,0.0,0.0,1.348196,0.057372,-0.378839,0.0,-1.0,0.0,0.492038,0.0,-0.216749,0.0,0.024631,0.0,-0.26069,0.0,0.328873,0.0,-0.089134,0.0,0.007635,0.0,0.062335,0.0,0.001161,0.0,0.000128,0.0,0.054699,0.0,0.007635,0.0,0.057372,0.0
sensor_relation_probe4,dio_0hzw,held_observation,2,2,0,2,0,64,8,0,0,0.0,0.0,2.528926,0.057237,-0.0785,0.0,-1.0,0.0,-0.097575,0.0,-0.217642,0.0,-0.110497,0.0,-0.26094,0.0,0.139991,0.0,-0.089477,0.0,0.010633,0.0,0.064148,0.0,0.002229,0.0,0.000245,0.0,0.053516,0.0,0.010633,0.0,0.057237,0.0
sensor_relation_probe4,dio_0f9v,held_observation,2,2,0,2,0,64,9,0,0,0.0,0.0,2.822974,0.061097,0.292635,0.0,0.0,0.0,0.254342,0.0,-0.03433,0.0,0.164474,0.0,0.390388,0.0,0.17802,0.0,0.257812,0.0,0.011685,0.0,0.068693,0.0,0.002672,0.0,0.000294,0.0,0.057008,0.0,0.011685,0.0,0.061097,0.0
sensor_relation_probe4,dio_0eh8,held_observation,2,2,0,2,0,64,10,0,0,0.0,0.0,2.045008,0.06222,0.337109,0.0,0.0,0.0,0.133873,0.0,0.038781,0.0,-0.036765,0.0,0.389141,0.0,0.179294,0.0,0.213558,0.0,0.009781,0.0,0.068577,0.0,0.001919,0.0,0.000211,0.0,0.058797,0.0,0.009781,0.0,0.06222,0.0
sensor_relation_probe4_repeat,dio_14wi,direct_positive_action,4,4,4,0,4,0,0,68,1,3.596804,3.596804,0.0,0.0,0.0,0.066693,0.0,1.0,0.0,0.133387,0.0,0.098059,0.0,0.341463,0.0,0.972544,0.0,0.090538,0.0,0.137654,0.0,0.357308,0.0,0.074307,0.0,0.008665,0.0,0.000953,0.0,0.0,0.0,0.074307,0.0,0.0
sensor_relation_probe4_repeat,dio_0a54,direct_positive_action,4,4,4,0,4,0,0,68,6,2.296872,2.296872,0.0,0.0,0.0,-0.74281,0.0,0.0,0.0,0.737136,0.0,-0.211149,0.0,-0.427136,0.0,0.340878,0.0,0.518604,0.0,-0.324488,0.0,0.289064,0.0,0.064208,0.0,0.0053,0.0,0.000583,0.0,0.0,0.0,0.064208,0.0,0.0
sensor_relation_probe4_repeat,dio_1alf,direct_positive_action,4,4,4,0,4,0,0,68,14,2.107256,2.107256,0.0,0.0,0.0,0.871197,0.0,1.0,0.0,0.129554,0.0,0.252829,0.0,-0.025,0.0,0.929208,0.0,0.49282,0.0,0.513963,0.0,0.174089,0.0,0.062233,0.0,0.005128,0.0,0.000564,0.0,0.0,0.0,0.062233,0.0,0.0
sensor_relation_probe4_repeat,dio_0v15,held_observation,4,4,0,4,4,68,11,0,0,0.0,0.0,2.609632,0.024691,0.359002,0.0,0.0,0.0,0.058909,0.0,0.021803,0.0,0.036232,0.0,0.393895,0.0,0.169364,0.0,0.222426,0.0,0.135678,0.0,0.070546,0.0,0.008972,0.0,0.000987,0.0,0.0,0.0,0.070546,0.0,0.024691,0.0
sensor_relation_probe4_repeat,dio_1y2t,held_observation,4,4,0,4,4,68,12,0,0,0.0,0.0,2.134348,0.024391,0.572738,0.0,1.0,0.0,0.035777,0.0,0.117116,0.0,0.173611,0.0,0.967207,0.0,0.295463,0.0,0.364042,0.0,0.111154,0.0,0.069688,0.0,0.007116,0.0,0.000783,0.0,0.0,0.0,0.069688,0.0,0.024391,0.0
sensor_relation_probe4_repeat,dio_0rps,held_observation,4,4,0,4,0,68,13,0,0,0.0,0.0,0.660728,0.033033,0.738949,0.0,1.0,0.0,0.398866,0.0,0.369388,0.0,0.6,0.0,0.896571,0.0,0.52932,0.0,0.629539,0.0,0.03682,0.0,0.056967,0.0,0.0022,0.0,0.000242,0.0,0.020146,0.0,0.03682,0.0,0.033033,0.0
sensor_relation_probe5,dio_1vm7,observation_to_positive_action,4,4,2,2,2,72,15,74,15,2.369678,2.369678,2.369678,0.061741,0.813389,0.813389,1.0,1.0,-0.098768,-0.098768,-0.021276,-0.021276,-0.245098,-0.245098,0.994043,0.994043,0.366362,0.366362,0.382774,0.382774,0.010571,0.106987,0.068612,0.069966,0.002201,0.00823,0.000242,0.000905,0.05804,0.01056,0.010571,0.059405,0.061741,0.0
sensor_relation_probe5,dio_0x52,observation_to_positive_action,4,4,1,3,1,72,1,75,1,0.798562,0.798562,2.395686,0.063016,0.077762,0.077762,1.0,1.0,0.155524,0.155524,0.090378,0.090378,0.3,0.3,0.974694,0.974694,0.095503,0.095503,0.140873,0.140873,0.017514,0.067184,0.0744,0.074321,0.003175,0.008492,0.000349,0.000934,0.056886,0.007137,0.017514,0.067184,0.063016,0.0
sensor_relation_probe5,dio_0qb3,direct_positive_action,4,4,4,0,4,0,0,72,7,2.42258,2.42258,0.0,0.0,0.0,-0.223115,0.0,-1.0,0.0,0.327643,0.0,-0.218857,0.0,-0.051546,0.0,-0.26128,0.0,0.238051,0.0,-0.056619,0.0,0.244881,0.0,0.063796,0.0,0.003848,0.0,0.000423,0.0,0.0,0.0,0.063796,0.0,0.0
sensor_relation_probe5,dio_18jg,held_observation,4,4,0,4,0,72,6,0,0,0.0,0.0,1.753144,0.053936,-0.566101,0.0,0.0,0.0,0.7378,0.0,-0.159181,0.0,-0.292553,0.0,0.355429,0.0,0.422666,0.0,-0.198455,0.0,0.018145,0.0,0.06573,0.0,0.002231,0.0,0.000246,0.0,0.047585,0.0,0.018145,0.0,0.053936,0.0
sensor_relation_probe5,dio_0e10,held_observation,4,4,0,4,0,72,12,0,0,0.0,0.0,1.73248,0.05418,0.391473,0.0,0.0,0.0,0.214827,0.0,0.138804,0.0,0.103448,0.0,0.361135,0.0,0.257088,0.0,0.291473,0.0,0.017996,0.0,0.065878,0.0,0.002215,0.0,0.000244,0.0,0.047882,0.0,0.017996,0.0,0.05418,0.0
sensor_relation_probe5,dio_1kqv,held_observation,4,4,0,4,0,72,13,0,0,0.0,0.0,0.927756,0.056685,0.694584,0.0,1.0,0.0,0.101822,0.0,0.264011,0.0,0.359281,0.0,0.926077,0.0,0.418902,0.0,0.485261,0.0,0.011099,0.0,0.063899,0.0,0.001169,0.0,0.000128,0.0,0.0528,0.0,0.011099,0.0,0.056685,0.0
sensor_relation_probe5,dio_09jn,held_observation,4,4,0,4,0,72,14,0,0,0.0,0.0,1.252128,0.053914,0.793172,0.0,1.0,0.0,0.152619,0.0,0.216251,0.0,0.07772,0.0,0.93945,0.0,0.448377,0.0,0.496349,0.0,0.014081,0.0,0.063067,0.0,0.001532,0.0,0.000169,0.0,0.048986,0.0,0.014081,0.0,0.053914,0.0
sensor_relation_probe5,dio_09dp,held_observation,3,3,0,3,0,72,2,0,0,0.0,0.0,1.947753,0.053803,0.044436,0.0,-1.0,0.0,-0.222085,0.0,0.002648,0.0,-0.15,0.0,-0.200741,0.0,0.055309,0.0,-0.058416,0.0,0.014072,0.0,0.06295,0.0,0.002185,0.0,0.000241,0.0,0.048877,0.0,0.014072,0.0,0.053803,0.0
sensor_relation_probe5,dio_1xfl,held_observation,3,3,0,3,0,72,3,0,0,0.0,0.0,0.352611,0.064453,-0.233287,0.0,-0.333333,0.0,-0.599483,0.0,0.437243,0.0,0.952381,0.0,0.077572,0.0,0.37754,0.0,-0.08404,0.0,0.006621,0.0,0.068756,0.0,0.00044,0.0,4.9e-05,0.0,0.062136,0.0,0.006621,0.0,0.064453,0.0
sensor_relation_probe5,dio_15bt,held_observation,3,3,0,3,0,72,4,0,0,0.0,0.0,0.103959,0.064301,-0.555444,0.0,0.0,0.0,-0.491687,0.0,0.465994,0.0,0.341615,0.0,0.269522,0.0,0.507674,0.0,-0.360731,0.0,0.004737,0.0,0.06738,0.0,0.000127,0.0,1.4e-05,0.0,0.062644,0.0,0.004737,0.0,0.064301,0.0
sensor_relation_probe5,dio_1tsz,held_observation,3,3,0,3,0,72,5,0,0,0.0,0.0,1.26819,0.054101,-0.732162,0.0,1.0,0.0,0.220885,0.0,0.047278,0.0,-0.464481,0.0,0.986762,0.0,0.362706,0.0,-0.449894,0.0,0.010593,0.0,0.060987,0.0,0.00138,0.0,0.000152,0.0,0.050394,0.0,0.010593,0.0,0.054101,0.0
sensor_relation_probe5,dio_16yf,held_observation,2,2,0,2,0,72,16,0,0,0.0,0.0,2.969572,0.056678,0.510907,0.0,0.0,0.0,-0.662078,0.0,-0.141719,0.0,-0.170732,0.0,0.360319,0.0,0.380035,0.0,0.093063,0.0,0.011709,0.0,0.064289,0.0,0.002582,0.0,0.000284,0.0,0.05258,0.0,0.011709,0.0,0.056678,0.0
sensor_relation_probe5,dio_1nky,held_observation,2,2,0,2,0,72,17,0,0,0.0,0.0,2.713522,0.051803,0.14384,0.0,-1.0,0.0,-0.507421,0.0,-0.130952,0.0,0.02451,0.0,-0.236667,0.0,0.1966,0.0,-0.036329,0.0,0.010579,0.0,0.058679,0.0,0.002151,0.0,0.000237,0.0,0.048101,0.0,0.010579,0.0,0.051803,0.0
sensor_relation_probe5,dio_18fu,held_observation,2,2,0,2,0,72,18,0,0,0.0,0.0,2.643352,0.057719,-0.033043,0.0,-1.0,0.0,0.227612,0.0,-0.183182,0.0,-0.190217,0.0,-0.251291,0.0,0.127232,0.0,-0.00192,0.0,0.010432,0.0,0.0645,0.0,0.002289,0.0,0.000252,0.0,0.054067,0.0,0.010432,0.0,0.057719,0.0
sensor_relation_probe5_repeat,dio_09jn,observation_to_positive_action,4,4,3,1,3,76,14,77,14,0.939096,0.939096,0.313032,0.036653,0.793172,0.793172,1.0,1.0,0.152619,0.152619,0.216251,0.216251,0.07772,0.07772,0.93945,0.93945,0.448377,0.448377,0.496349,0.496349,0.045709,0.101384,0.066364,0.070161,0.003797,0.004443,0.000418,0.000489,0.020654,0.00104,0.045709,0.06912,0.036653,0.0
sensor_relation_probe5_repeat,dio_0x52,direct_positive_action,4,4,4,0,4,0,0,76,1,3.194248,3.194248,0.0,0.0,0.0,0.077762,0.0,1.0,0.0,0.155524,0.0,0.090378,0.0,0.3,0.0,0.974694,0.0,0.095503,0.0,0.140873,0.0,0.318304,0.0,0.078828,0.0,0.008492,0.0,0.000934,0.0,0.0,0.0,0.078828,0.0,0.0
sensor_relation_probe5_repeat,dio_18jg,direct_positive_action,4,4,4,0,4,0,0,76,6,1.753144,1.753144,0.0,0.0,0.0,-0.566101,0.0,0.0,0.0,0.7378,0.0,-0.159181,0.0,-0.292553,0.0,0.355429,0.0,0.422666,0.0,-0.198455,0.0,0.146068,0.0,0.067755,0.0,0.005319,0.0,0.000585,0.0,0.001095,0.0,0.06666,0.0,0.0
sensor_relation_probe5_repeat,dio_1vm7,direct_positive_action,1,1,1,0,1,0,0,76,15,1.184839,1.184839,0.0,0.0,0.0,0.813389,0.0,1.0,0.0,-0.098768,0.0,-0.021276,0.0,-0.245098,0.0,0.994043,0.0,0.366362,0.0,0.382774,0.0,0.327608,0.0,0.073099,0.0,0.00823,0.0,0.000905,0.0,0.0,0.0,0.073099,0.0,0.0
sensor_relation_probe5_repeat,dio_0xgj,held_observation,4,4,0,4,1,76,11,0,0,0.0,0.0,3.74494,0.04814,0.291219,0.0,0.0,0.0,0.193279,0.0,0.103598,0.0,0.110294,0.0,0.370993,0.0,0.196748,0.0,0.231528,0.0,0.033742,0.0,0.068814,0.0,0.00471,0.0,0.000518,0.0,0.037007,0.0,0.031807,0.0,0.04814,0.0
sensor_relation_probe5_repeat,dio_0e10,held_observation,4,4,0,4,4,76,12,0,0,0.0,0.0,1.73248,0.02416,0.391473,0.0,0.0,0.0,0.214827,0.0,0.138804,0.0,0.103448,0.0,0.361135,0.0,0.257088,0.0,0.291473,0.0,0.091512,0.0,0.067027,0.0,0.006179,0.0,0.00068,0.0,0.001077,0.0,0.06595,0.0,0.02416,0.0
sensor_relation_probe5_repeat,dio_1kqv,held_observation,4,4,0,4,2,76,13,0,0,0.0,0.0,0.927756,0.036999,0.694584,0.0,1.0,0.0,0.101822,0.0,0.264011,0.0,0.359281,0.0,0.926077,0.0,0.418902,0.0,0.485261,0.0,0.050356,0.0,0.069731,0.0,0.003753,0.0,0.000413,0.0,0.019375,0.0,0.050356,0.0,0.036999,0.0
