timestamp;tick;open;high;low;close;area_profile_id;area_profile_state;area_price_low;area_price_high;area_price_mid;area_multisensory_coherence;area_attention_need;area_felt_depth;area_overcoupling_risk;sensory_sync;sensory_desync_pressure;visual_hearing_fit;visual_felt_fit;hearing_felt_fit;temporal_visual_fit;multisensory_binding_state;visual_object;visual_label;visual_side;visual_score;hearing_tone;hearing_loudness;hearing_frequency_hz;temporal_score;felt_depth;profile_role
1767378600000000;12;131.77000000;131.77000000;131.20000000;131.22000000;ap_89a6e0fe18;coherent_multisensory_area;131.20000000;131.77000000;131.22000000;0.439871;0.346465;0.422083;0.268941;0.695297;0.260267;0.587685;0.985721;0.573406;0.824760;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.436362;bright_tone;1.000000;7235.7204;0.261122;0.422083;perception_only
1767378900000000;13;131.22000000;131.46000000;130.97000000;131.30000000;ap_c200ffe38c;coherent_multisensory_area;130.97000000;131.46000000;131.30000000;0.406722;0.295248;0.372315;0.215739;0.753357;0.179114;0.734125;0.988527;0.722651;0.877938;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.383788;clear_tone;0.694626;3146.7342;0.261725;0.372315;perception_only
1767379200000000;14;131.31000000;131.35000000;131.04000000;131.11000000;ap_d6d183235c;coherent_multisensory_area;131.04000000;131.35000000;131.11000000;0.416966;0.318209;0.372155;0.228318;0.674991;0.266338;0.545258;0.967722;0.512979;0.857685;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.404433;clear_tone;1.000000;5881.9427;0.262118;0.372155;perception_only
1767379500000000;15;131.12000000;131.32000000;130.77000000;130.82000000;ap_8f4908219f;coherent_multisensory_area;130.77000000;131.32000000;130.82000000;0.333928;0.299918;0.276846;0.247388;0.630090;0.311258;0.452835;0.966743;0.419578;0.951994;bound_multisensory_area;break_object;unformed_visual_background;lower_area;0.310103;clear_tone;1.000000;6028.2973;0.262097;0.276846;perception_only
1767380100000000;17;130.65000000;130.95000000;130.55000000;130.80000000;ap_0d22c9c5c0;coherent_multisensory_area;130.55000000;130.95000000;130.80000000;0.371892;0.260954;0.301038;0.206930;0.697047;0.237943;0.599231;0.964901;0.564132;0.925395;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.336138;clear_tone;0.819942;4097.0205;0.261533;0.301038;perception_only
1767380700000000;19;130.68000000;130.98000000;130.66000000;130.93000000;ap_d084a0a9d6;coherent_multisensory_area;130.66000000;130.98000000;130.93000000;0.454280;0.314654;0.415321;0.238066;0.699249;0.253160;0.597399;0.964123;0.561522;0.809803;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.451199;clear_tone;1.000000;6361.1021;0.261002;0.415321;perception_only
1767381000000000;20;130.92000000;131.14000000;130.84000000;131.07000000;ap_58acbd7cf4;coherent_multisensory_area;130.84000000;131.14000000;131.07000000;0.440220;0.313813;0.401699;0.216837;0.700377;0.236874;0.606771;0.969057;0.575828;0.828266;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.432643;clear_tone;0.946853;5152.6521;0.260909;0.401699;perception_only
1767382500000000;25;131.55000000;131.70000000;131.37000000;131.69000000;ap_16d32fa6db;coherent_multisensory_area;131.37000000;131.70000000;131.69000000;0.371370;0.339189;0.392412;0.256389;0.646062;0.287597;0.478362;0.946925;0.531438;0.921910;bound_multisensory_area;break_object;unformed_visual_background;upper_area;0.339337;clear_tone;1.000000;5760.3191;0.261246;0.392412;perception_only
1767382800000000;26;131.69000000;131.79000000;131.56000000;131.56000000;ap_fdf95b45ce;coherent_multisensory_area;131.56000000;131.79000000;131.56000000;0.395403;0.329442;0.363432;0.237549;0.668792;0.269555;0.509442;0.995938;0.505380;0.893657;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.367494;clear_tone;1.000000;5965.6590;0.261151;0.363432;perception_only
1767383100000000;27;131.56000000;131.70000000;131.51000000;131.69000000;ap_16d32fa6db;coherent_multisensory_area;131.51000000;131.70000000;131.69000000;0.413468;0.340286;0.432388;0.257126;0.673744;0.268189;0.531118;0.955075;0.576043;0.873703;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.387463;clear_tone;1.000000;6107.1308;0.261166;0.432388;perception_only
1767383400000000;28;131.70000000;131.70000000;131.48000000;131.66000000;ap_c12ea413ba;coherent_multisensory_area;131.48000000;131.70000000;131.66000000;0.410265;0.331031;0.398221;0.232846;0.687380;0.246862;0.557774;0.990569;0.567205;0.872116;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.388791;clear_tone;0.954167;5216.2325;0.260907;0.398221;perception_only
1767384000000000;30;131.63000000;131.99000000;131.62000000;131.69000000;ap_16d32fa6db;coherent_multisensory_area;131.62000000;131.99000000;131.69000000;0.383425;0.338061;0.398947;0.251521;0.664870;0.267210;0.527074;0.964478;0.562596;0.897139;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.363425;clear_tone;0.961747;5282.4370;0.260564;0.398947;perception_only
1767384600000000;32;131.53000000;132.04000000;131.50000000;132.00000000;ap_40e8c7c440;coherent_multisensory_area;131.50000000;132.04000000;132.00000000;0.459247;0.351168;0.510224;0.286732;0.701921;0.252833;0.607479;0.948051;0.659428;0.802358;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.458275;bright_tone;1.000000;6774.0032;0.260633;0.510224;perception_only
1767384900000000;33;132.00000000;132.00000000;131.56000000;131.72000000;ap_c9472d8fa9;coherent_multisensory_area;131.56000000;132.00000000;131.72000000;0.422114;0.307058;0.368070;0.222364;0.674316;0.268691;0.558878;0.948359;0.507238;0.840607;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.419711;clear_tone;1.000000;5769.4273;0.260317;0.368070;perception_only
1767385200000000;34;131.72000000;132.13000000;131.65000000;131.79000000;ap_8dfc3c078e;coherent_multisensory_area;131.65000000;132.13000000;131.79000000;0.395305;0.290275;0.354210;0.223203;0.707626;0.229518;0.627607;0.975474;0.603081;0.881236;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.378736;clear_tone;0.840289;4260.0948;0.259972;0.354210;perception_only
1767385500000000;35;131.78000000;131.78000000;131.60000000;131.66000000;ap_c12ea413ba;coherent_multisensory_area;131.60000000;131.78000000;131.66000000;0.411826;0.313301;0.335342;0.212566;0.658542;0.282504;0.557903;0.915236;0.473139;0.840705;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.420106;clear_tone;1.000000;5684.6800;0.260811;0.335342;perception_only
1767385800000000;36;131.65000000;131.67000000;131.38000000;131.57000000;ap_48ff5388e9;coherent_multisensory_area;131.38000000;131.67000000;131.57000000;0.394125;0.288617;0.290606;0.197966;0.684979;0.256564;0.647543;0.888714;0.536257;0.859114;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.401892;clear_tone;0.844892;4297.3217;0.261006;0.290606;perception_only
1767387000000000;40;131.27000000;131.33000000;130.94000000;130.94000000;ap_f6831a8417;coherent_multisensory_area;130.94000000;131.33000000;130.94000000;0.344242;0.301751;0.273044;0.249003;0.635594;0.313176;0.464227;0.957651;0.421878;0.944363;bound_multisensory_area;compression_object;unformed_visual_background;lower_area;0.315392;bright_tone;1.000000;6664.2458;0.259755;0.273044;perception_only
1767387300000000;41;130.93000000;131.35000000;130.83000000;131.14000000;ap_1a473cefee;coherent_multisensory_area;130.83000000;131.35000000;131.14000000;0.311744;0.272221;0.217154;0.215529;0.647942;0.284840;0.536628;0.930513;0.467141;0.972227;bound_multisensory_area;break_object;unformed_visual_background;lower_area;0.286641;clear_tone;0.838694;4247.2276;0.258869;0.217154;perception_only
1767387600000000;42;131.14000000;131.41000000;131.14000000;131.28000000;ap_7eda574104;coherent_multisensory_area;131.14000000;131.41000000;131.28000000;0.380186;0.289839;0.273001;0.194861;0.670235;0.266214;0.606692;0.896916;0.503609;0.882494;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.376085;clear_tone;0.866383;4472.7245;0.258579;0.273001;perception_only
1767388500000000;45;131.28000000;131.32000000;131.18000000;131.27000000;ap_eb3a15a42c;coherent_multisensory_area;131.18000000;131.32000000;131.27000000;0.377517;0.255067;0.266939;0.186894;0.738773;0.198784;0.789527;0.889264;0.678791;0.880806;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.377676;clear_tone;0.605709;2531.3808;0.258482;0.266939;perception_only
1767390000000000;50;131.66000000;131.78000000;131.62000000;131.76000000;ap_190cf01603;coherent_multisensory_area;131.62000000;131.78000000;131.76000000;0.356722;0.324542;0.367551;0.249280;0.636299;0.294340;0.452448;0.945997;0.506451;0.945529;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.313548;clear_tone;1.000000;5741.2828;0.259077;0.367551;perception_only
1767390300000000;51;131.76000000;131.82000000;131.74000000;131.81000000;ap_3718a2c476;coherent_multisensory_area;131.74000000;131.82000000;131.81000000;0.387276;0.333780;0.403991;0.244660;0.653450;0.277674;0.490837;0.948821;0.542016;0.906493;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.352812;clear_tone;1.000000;5667.6984;0.259305;0.403991;perception_only
1767390600000000;52;131.81000000;132.16000000;131.72000000;131.92000000;ap_acfdd3d72f;coherent_multisensory_area;131.72000000;132.16000000;131.92000000;0.333989;0.364151;0.345057;0.262067;0.691585;0.222177;0.655246;0.972846;0.682400;0.941359;bound_multisensory_area;break_object;unformed_visual_background;upper_area;0.317903;clear_tone;0.713347;3282.6515;0.259262;0.345057;perception_only
1767390900000000;53;131.92000000;131.99000000;131.76000000;131.92000000;ap_acfdd3d72f;coherent_multisensory_area;131.76000000;131.99000000;131.92000000;0.383213;0.294043;0.402217;0.226621;0.745873;0.179250;0.732450;0.932797;0.799653;0.924140;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.335014;clear_tone;0.626589;2671.3184;0.259154;0.402217;perception_only
1767391200000000;54;131.93000000;132.85000000;131.90000000;132.75000000;ap_8d7e5cbe0f;coherent_multisensory_area;131.90000000;132.85000000;132.75000000;0.424002;0.412602;0.536031;0.322059;0.663470;0.280032;0.579181;0.892728;0.686453;0.830296;bound_multisensory_area;contact_object;unformed_visual_background;upper_area;0.428759;bright_tone;1.000000;7009.2180;0.259054;0.536031;perception_only
1767422700000000;55;131.27000000;131.42000000;131.16000000;131.16000000;ap_dc216137c6;coherent_multisensory_area;131.16000000;131.42000000;131.16000000;0.533364;0.410956;0.616090;0.262536;0.732994;0.209199;0.690736;0.934912;0.755823;0.704455;bound_multisensory_area;trend_object;forming_visual_object;lower_area;0.551003;clear_tone;1.000000;5806.4919;0.255458;0.616090;perception_only
1767423000000000;56;131.16000000;131.36000000;131.12000000;131.17000000;ap_cad9129537;coherent_multisensory_area;131.12000000;131.36000000;131.17000000;0.491337;0.368019;0.563881;0.251411;0.761124;0.174626;0.770873;0.930578;0.840294;0.761900;bound_multisensory_area;trend_object;unformed_visual_background;lower_area;0.494460;clear_tone;0.800867;3946.3270;0.256360;0.563881;perception_only
1767423300000000;57;131.17000000;131.34000000;131.05000000;131.18000000;ap_846aa06c73;coherent_multisensory_area;131.05000000;131.34000000;131.18000000;0.494574;0.307548;0.530509;0.218154;0.847143;0.090500;0.964300;0.953931;0.989631;0.772585;bound_multisensory_area;trend_object;unformed_visual_background;lower_area;0.484441;low_tone;0.506827;1908.2765;0.257025;0.530509;perception_only
1767423600000000;58;131.18000000;131.40000000;131.15000000;131.32000000;ap_61ae48564b;coherent_multisensory_area;131.15000000;131.40000000;131.32000000;0.544957;0.346290;0.539425;0.209967;0.764513;0.180484;0.707030;0.996467;0.703496;0.714459;bound_multisensory_area;compression_object;forming_visual_object;lower_area;0.542958;clear_tone;0.961147;5277.1840;0.257417;0.539425;perception_only
1767423900000000;59;131.31000000;131.33000000;131.18000000;131.29000000;ap_f930761f28;coherent_multisensory_area;131.18000000;131.33000000;131.29000000;0.482480;0.322296;0.496776;0.224106;0.768432;0.171348;0.747325;0.973552;0.773773;0.786957;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.470328;clear_tone;0.800030;3939.7639;0.257285;0.496776;perception_only
1767424200000000;60;131.29000000;131.33000000;130.88000000;130.91000000;ap_0f51a8f1bf;coherent_multisensory_area;130.88000000;131.33000000;130.91000000;0.520686;0.408731;0.611219;0.293137;0.729888;0.225214;0.687327;0.927155;0.760171;0.718994;bound_multisensory_area;contact_object;unformed_visual_background;lower_area;0.538375;bright_tone;1.000000;6731.8682;0.257369;0.611219;perception_only
1767425700000000;61;130.01000000;130.23000000;129.97000000;130.17000000;ap_4a94bdab11;coherent_multisensory_area;129.97000000;130.23000000;130.17000000;0.514648;0.347025;0.510362;0.222999;0.735091;0.206685;0.651003;0.998371;0.649374;0.743848;bound_multisensory_area;trend_object;forming_visual_object;lower_area;0.511991;clear_tone;1.000000;5759.4280;0.255839;0.510362;perception_only
1767427500000000;62;130.14000000;130.15000000;129.80000000;130.10000000;ap_2ea3852dd7;coherent_multisensory_area;129.80000000;130.15000000;130.10000000;0.431802;0.331388;0.408448;0.228055;0.689490;0.250449;0.555276;0.990505;0.545780;0.842279;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.417943;clear_tone;1.000000;5657.4200;0.260222;0.408448;perception_only
1767450600000000;63;131.86000000;132.18000000;131.71000000;131.85000000;ap_4c2128b9a8;coherent_multisensory_area;131.71000000;132.18000000;131.85000000;0.396516;0.301444;0.407581;0.246307;0.740329;0.191939;0.719324;0.975598;0.743726;0.879770;bound_multisensory_area;break_object;unformed_visual_background;upper_area;0.383179;clear_tone;0.715072;3295.2842;0.262948;0.407581;perception_only
1767450900000000;64;131.86000000;132.01000000;131.82000000;132.00000000;ap_8c074c4f0c;coherent_multisensory_area;131.82000000;132.01000000;132.00000000;0.483640;0.361776;0.550218;0.272470;0.707023;0.239161;0.623283;0.927411;0.695872;0.785797;bound_multisensory_area;trend_object;unformed_visual_background;upper_area;0.477630;clear_tone;1.000000;6301.0997;0.263426;0.550218;perception_only
1767453300000000;65;131.60000000;131.60000000;131.44000000;131.57000000;ap_48ff5388e9;coherent_multisensory_area;131.44000000;131.60000000;131.57000000;0.324632;0.290736;0.232444;0.212365;0.624084;0.305701;0.466107;0.937526;0.403632;0.966303;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.294919;clear_tone;0.951033;5188.9575;0.261222;0.232444;perception_only
1767454800000000;70;131.78000000;131.79000000;131.64000000;131.66000000;ap_2df71a2d0a;coherent_multisensory_area;131.64000000;131.79000000;131.66000000;0.431574;0.318201;0.352981;0.221270;0.673683;0.276184;0.578630;0.919864;0.498494;0.828098;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.433117;clear_tone;1.000000;6286.2660;0.261215;0.352981;perception_only
1767476100000000;73;132.58000000;132.75000000;132.53000000;132.72000000;ap_79917b936d;coherent_multisensory_area;132.53000000;132.75000000;132.72000000;0.490667;0.325418;0.470157;0.224536;0.724065;0.221773;0.617353;0.994906;0.612259;0.785561;bound_multisensory_area;trend_object;unformed_visual_background;upper_area;0.475252;clear_tone;1.000000;5977.6405;0.260813;0.470157;perception_only
1767477900000000;74;132.60000000;132.84000000;132.59000000;132.84000000;ap_dd898ce882;coherent_multisensory_area;132.59000000;132.84000000;132.84000000;0.511995;0.354030;0.546862;0.270354;0.735302;0.226191;0.656144;0.958496;0.697648;0.758332;bound_multisensory_area;trend_object;forming_visual_object;upper_area;0.505358;bright_tone;1.000000;7093.3744;0.263690;0.546862;perception_only
1767479700000000;75;133.02000000;133.99000000;133.02000000;133.35000000;ap_2c1de53326;coherent_multisensory_area;133.02000000;133.99000000;133.35000000;0.395230;0.315542;0.387962;0.264946;0.675268;0.271739;0.531765;0.998334;0.530099;0.872709;bound_multisensory_area;break_object;unformed_visual_background;center_area;0.389627;clear_tone;1.000000;5980.4927;0.262337;0.387962;perception_only
1767480000000000;76;133.34000000;133.40000000;133.02000000;133.11000000;ap_204b751ed2;coherent_multisensory_area;133.02000000;133.40000000;133.11000000;0.415818;0.303582;0.345300;0.221180;0.669057;0.278871;0.556719;0.929285;0.486004;0.846682;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.416015;clear_tone;1.000000;5873.3354;0.262698;0.345300;perception_only
1767484200000000;80;133.40000000;133.40000000;133.23000000;133.36000000;ap_884347f4c0;coherent_multisensory_area;133.23000000;133.40000000;133.36000000;0.420510;0.318294;0.349492;0.204359;0.679955;0.256624;0.583374;0.937495;0.520870;0.853974;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.411996;clear_tone;0.950763;5186.6065;0.265970;0.349492;perception_only
1767486300000000;82;134.45000000;134.46000000;133.91000000;133.93000000;ap_bcd2a77f4b;coherent_multisensory_area;133.91000000;134.46000000;133.93000000;0.460559;0.320315;0.393263;0.241884;0.696725;0.266989;0.618502;0.925986;0.544488;0.798644;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.467277;bright_tone;1.000000;7207.7823;0.265920;0.393263;perception_only
1767488400000000;83;134.57000000;134.70000000;134.25000000;134.70000000;ap_4119e37c11;coherent_multisensory_area;134.25000000;134.70000000;134.70000000;0.440208;0.349861;0.489169;0.264916;0.685806;0.256960;0.568057;0.937050;0.631007;0.838068;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.426218;clear_tone;1.000000;5957.2529;0.264286;0.489169;perception_only
1767489000000000;85;134.48000000;134.59000000;134.36000000;134.46000000;ap_c10c9609f2;coherent_multisensory_area;134.36000000;134.59000000;134.46000000;0.454727;0.244422;0.411520;0.190135;0.836423;0.103394;0.912114;0.982090;0.894204;0.835119;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.429430;low_tone;0.502706;1883.7695;0.264549;0.411520;perception_only
1767489300000000;86;134.47000000;134.67000000;134.13000000;134.16000000;ap_d4a2fbc06c;coherent_multisensory_area;134.13000000;134.67000000;134.16000000;0.403611;0.314082;0.327653;0.231502;0.659390;0.291231;0.554232;0.917716;0.471948;0.854511;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.409936;clear_tone;1.000000;6165.5041;0.264448;0.327653;perception_only
1767492000000000;90;133.96000000;134.02000000;133.79000000;133.94000000;ap_cb82e88bf3;coherent_multisensory_area;133.79000000;134.02000000;133.94000000;0.397932;0.268924;0.274216;0.178343;0.726400;0.213035;0.765656;0.870869;0.636525;0.857024;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.403348;clear_tone;0.677358;3023.3000;0.260371;0.274216;perception_only
1767496500000000;92;134.22000000;134.23000000;133.99000000;134.15000000;ap_6398a2be15;coherent_multisensory_area;133.99000000;134.23000000;134.15000000;0.370101;0.279497;0.267323;0.199345;0.667305;0.271246;0.577521;0.911200;0.488721;0.907042;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.356124;clear_tone;0.879529;4581.3114;0.263165;0.267323;perception_only
1767497100000000;94;134.10000000;134.18000000;133.92000000;133.99000000;ap_bb577eed3d;coherent_multisensory_area;133.92000000;134.18000000;133.99000000;0.390852;0.284378;0.298187;0.200414;0.685788;0.253273;0.617689;0.916668;0.534357;0.882863;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.381519;clear_tone;0.858439;4407.5804;0.264381;0.298187;perception_only
1767497400000000;95;133.99000000;134.03000000;133.83000000;133.85000000;ap_ef4aa42d42;coherent_multisensory_area;133.83000000;134.03000000;133.85000000;0.420439;0.318620;0.335720;0.217140;0.664135;0.282624;0.567563;0.911594;0.479158;0.839886;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.424126;clear_tone;1.000000;6087.9985;0.264012;0.335720;perception_only
1767498000000000;97;134.04000000;134.25000000;134.03000000;134.19000000;ap_0b04023584;coherent_multisensory_area;134.03000000;134.25000000;134.19000000;0.403700;0.305151;0.314644;0.209276;0.656400;0.287535;0.538478;0.916377;0.454855;0.864192;bound_multisensory_area;compression_object;unformed_visual_background;upper_area;0.398267;clear_tone;1.000000;5838.8895;0.262459;0.314644;perception_only
1767500400000000;100;134.66000000;134.87000000;134.51000000;134.51000000;ap_cb90fe6c1a;coherent_multisensory_area;134.51000000;134.87000000;134.51000000;0.411538;0.310338;0.371602;0.233074;0.675105;0.268255;0.539861;0.972688;0.512549;0.859935;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.398914;clear_tone;1.000000;5890.7810;0.258849;0.371602;perception_only
1767507000000000;101;134.64000000;134.77000000;134.52000000;134.58000000;ap_f3d35af7bf;coherent_multisensory_area;134.52000000;134.77000000;134.58000000;0.378889;0.300822;0.375325;0.238141;0.718899;0.212967;0.654319;0.974232;0.680087;0.916480;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.349557;clear_tone;0.760200;3632.2235;0.266037;0.375325;perception_only
1767507900000000;104;134.71000000;134.71000000;134.42000000;134.42000000;ap_9b22855c90;coherent_multisensory_area;134.42000000;134.71000000;134.42000000;0.422128;0.323363;0.343851;0.247756;0.670299;0.291640;0.585412;0.909716;0.495127;0.831571;bound_multisensory_area;compression_object;unformed_visual_background;lower_area;0.434136;bright_tone;1.000000;7222.0398;0.265707;0.343851;perception_only
1767508200000000;105;134.41000000;134.59000000;134.30000000;134.36000000;ap_ec20a180bc;coherent_multisensory_area;134.30000000;134.59000000;134.36000000;0.342157;0.265510;0.242261;0.204649;0.672691;0.264323;0.588359;0.922350;0.510709;0.944183;bound_multisensory_area;range_object;unformed_visual_background;lower_area;0.319911;clear_tone;0.812277;4036.2123;0.264095;0.242261;perception_only
1767508500000000;106;134.35000000;134.45000000;134.28000000;134.28000000;ap_9d202acc36;coherent_multisensory_area;134.28000000;134.45000000;134.28000000;0.339678;0.301241;0.253510;0.227626;0.620735;0.318856;0.470023;0.923790;0.393813;0.933443;bound_multisensory_area;compression_object;unformed_visual_background;lower_area;0.329720;clear_tone;1.000000;5845.2245;0.263162;0.253510;perception_only
1767521400000000;107;134.58000000;134.64000000;134.49000000;134.56000000;ap_ffbb37d3b3;coherent_multisensory_area;134.49000000;134.64000000;134.56000000;0.412119;0.238166;0.363466;0.197592;0.803646;0.133735;0.847503;0.979543;0.827046;0.873860;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.383923;low_tone;0.530556;2051.6986;0.257783;0.363466;perception_only
1767521700000000;108;134.57000000;134.60000000;134.43000000;134.49000000;ap_a8166253bf;coherent_multisensory_area;134.43000000;134.60000000;134.49000000;0.424971;0.285975;0.364095;0.207180;0.702693;0.236896;0.624770;0.948805;0.573575;0.843988;bound_multisensory_area;range_object;unformed_visual_background;upper_area;0.415291;clear_tone;0.896526;4723.1633;0.259279;0.364095;perception_only
1767522000000000;109;134.50000000;134.50000000;134.35000000;134.36000000;ap_dff9a76978;coherent_multisensory_area;134.35000000;134.50000000;134.36000000;0.464042;0.326307;0.415724;0.241210;0.700068;0.255755;0.615560;0.950335;0.565895;0.794702;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.465389;bright_tone;1.000000;6955.4983;0.260091;0.415724;perception_only
1767522300000000;110;134.36000000;134.39000000;134.23000000;134.37000000;ap_d45fb9db30;coherent_multisensory_area;134.23000000;134.39000000;134.37000000;0.426595;0.316087;0.381953;0.216093;0.699351;0.234619;0.628636;0.958388;0.587023;0.836247;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.423565;clear_tone;0.902809;4776.0167;0.259812;0.381953;perception_only
1767522900000000;112;134.43000000;134.53000000;134.29000000;134.42000000;ap_9d68314810;coherent_multisensory_area;134.29000000;134.53000000;134.42000000;0.407663;0.260114;0.389369;0.208348;0.802614;0.128467;0.844787;0.981266;0.863520;0.889818;bound_multisensory_area;range_object;unformed_visual_background;center_area;0.370635;low_tone;0.515152;1958.1444;0.260454;0.389369;perception_only
