left_family,right_family,distance,similarity,left_action,right_action,same_action,long_alignment,short_alignment,cross_alignment,left_count,right_count,left_long_trust,right_long_trust,left_short_trust,right_short_trust,left_long_observations,right_long_observations,left_short_observations,right_short_observations
dio_14zx,dio_1bzs,0.075423,0.936099,SHORT,SHORT,1,0.0,0.013747,0.0,3,3,0.0,0.0,0.379055,0.140884,0,0,2,3
dio_081d,dio_0f4h,0.076078,0.935057,LONG,LONG,1,0.00715,0.0,0.0,2,4,0.149175,0.20001,0.0,0.0,2,3,0,0
dio_0309,dio_0jqv,0.078898,0.930493,SHORT,SHORT,1,0.0,0.000182,0.0,2,2,0.0,0.0,0.031641,0.04526,0,0,2,2
dio_081d,dio_1ml8,0.079489,0.929522,LONG,LONG,1,0.001935,0.0,0.0,2,2,0.149175,0.103676,0.0,0.0,2,2,0,0
dio_0dcm,dio_0n4c,0.08027,0.92823,SHORT,SHORT,1,0.0,0.013927,0.0,2,4,0.0,0.0,0.116029,0.474472,0,0,2,2
dio_081d,dio_1tg9,0.080605,0.927673,LONG,LONG,1,0.002852,0.0,0.0,2,2,0.149175,0.1536,0.0,0.0,2,2,0,0
dio_01nf,dio_0v36,0.080806,0.927338,LONG,SHORT,0,0.0,0.0,0.000888,4,2,0.024283,0.0,0.0,0.1536,4,0,0,2
dio_0nv8,dio_0wsj,0.082772,0.924031,SHORT,LONG,0,0.0,0.0,0.008987,3,2,0.0,0.130805,0.387766,0.0,0,2,2,0
dio_0nmi,dio_1144,0.084287,0.921446,LONG,SHORT,0,0.0,0.0,0.000579,4,2,0.016255,0.0,0.0,0.1536,4,0,0,2
dio_05z6,dio_0zlr,0.084476,0.92112,SHORT,SHORT,1,0.0,0.010188,0.0,4,3,0.0,0.0,0.22047,0.136095,0,0,3,3
dio_081d,dio_1vb3,0.08488,0.920424,LONG,LONG,1,0.002324,0.0,0.0,2,4,0.149175,0.063969,0.0,0.0,2,4,0,0
dio_0nmi,dio_1ml8,0.085075,0.920088,LONG,LONG,1,0.00041,0.0,0.0,4,2,0.016255,0.103676,0.0,0.0,4,2,0,0
dio_05z6,dio_1bzs,0.08614,0.918239,SHORT,SHORT,1,0.0,0.010772,0.0,4,3,0.0,0.0,0.22047,0.140884,0,0,3,3
dio_0i5m,dio_1mc3,0.088099,0.914799,SHORT,SHORT,1,0.0,0.006832,0.0,2,3,0.0,0.0,0.13238,0.293248,0,0,2,2
dio_0byw,dio_0dcm,0.088371,0.914316,LONG,SHORT,0,0.0,0.0,0.042939,10,2,1.0,0.0,0.0,0.116029,1,0,0,2
dio_081d,dio_0k53,0.089394,0.912495,LONG,LONG,1,0.002862,0.0,0.0,2,2,0.149175,0.1536,0.0,0.0,2,2,0,0
dio_07yj,dio_1tki,0.089508,0.912292,LONG,LONG,1,0.002303,0.0,0.0,2,2,0.126316,0.1536,0.0,0.0,2,2,0,0
dio_0ifl,dio_1mc3,0.08958,0.912163,SHORT,SHORT,1,0.0,0.001868,0.0,1,3,0.0,0.0,0.068948,0.293248,0,0,1,2
dio_0jqv,dio_1h37,0.090115,0.911205,SHORT,-,0,0.0,0.0,0.0,2,2,0.0,0.0,0.04526,0.0,0,0,2,0
dio_074d,dio_0k53,0.090725,0.910107,SHORT,LONG,0,0.0,0.0,0.002938,2,2,0.0,0.1536,0.1536,0.0,0,2,2,0
dio_074d,dio_1uez,0.092308,0.907236,SHORT,LONG,0,0.0,0.0,0.008475,2,3,0.0,0.307706,0.1536,0.0,0,2,2,0
dio_052z,dio_0irs,0.094261,0.903651,LONG,LONG,1,0.011495,0.0,0.0,4,2,0.349178,0.130321,0.0,0.0,2,2,0,0
dio_0nv8,dio_0qb3,0.095527,0.901303,SHORT,LONG,0,0.0,0.0,0.000402,3,4,0.0,0.00299,0.387766,0.0,0,4,2,0
dio_00eh,dio_0lt6,0.095536,0.901286,SHORT,SHORT,1,0.0,0.017489,0.0,4,6,0.0,0.0,0.081464,0.313441,0,0,4,3
dio_1144,dio_1ml8,0.095556,0.901249,SHORT,LONG,0,0.0,0.0,0.001889,2,2,0.0,0.103676,0.1536,0.0,0,2,2,0
dio_0jqv,dio_18iw,0.096976,0.898592,SHORT,SHORT,1,0.0,0.00017,0.0,2,3,0.0,0.0,0.04526,0.020306,0,0,2,3
dio_0v36,dio_0vyd,0.097883,0.896882,SHORT,SHORT,1,0.0,0.002624,0.0,2,2,0.0,0.0,0.1536,0.138131,0,0,2,2
dio_13wt,dio_1tg9,0.098246,0.896197,SHORT,LONG,0,0.0,0.0,0.002692,2,2,0.0,0.1536,0.139362,0.0,0,2,2,0
dio_0ifl,dio_0nv8,0.098404,0.895896,SHORT,SHORT,1,0.0,0.002469,0.0,1,3,0.0,0.0,0.068948,0.387766,0,0,1,2
dio_01nf,dio_0vyd,0.099007,0.894752,LONG,SHORT,0,0.0,0.0,0.000815,4,2,0.024283,0.0,0.0,0.138131,4,0,0,2
dio_0i5m,dio_0nv8,0.099886,0.893076,SHORT,SHORT,1,0.0,0.009028,0.0,2,3,0.0,0.0,0.13238,0.387766,0,0,2,2
dio_0n4c,dio_0qyu,0.100669,0.891574,SHORT,LONG,0,0.0,0.0,0.016833,4,2,0.0,0.1536,0.474472,0.0,0,2,2,0
dio_0ifl,dio_0wsj,0.101505,0.889965,SHORT,LONG,0,0.0,0.0,0.000577,1,2,0.0,0.130805,0.068948,0.0,0,2,1,0
dio_0f4h,dio_1ml8,0.101691,0.889606,LONG,LONG,1,0.004942,0.0,0.0,4,2,0.20001,0.103676,0.0,0.0,3,2,0,0
dio_074d,dio_1tg9,0.102678,0.887694,SHORT,LONG,0,0.0,0.0,0.002928,2,2,0.0,0.1536,0.1536,0.0,0,2,2,0
dio_0i5m,dio_0wsj,0.102987,0.887095,SHORT,LONG,0,0.0,0.0,0.00211,2,2,0.0,0.130805,0.13238,0.0,0,2,2,0
dio_0oio,dio_1ieq,0.103127,0.886822,LONG,LONG,1,0.002129,0.0,0.0,3,4,0.116848,0.050943,0.0,0.0,3,4,0,0
dio_07yj,dio_1ml8,0.104297,0.884537,LONG,LONG,1,0.001624,0.0,0.0,2,2,0.126316,0.103676,0.0,0.0,2,2,0,0
dio_081d,dio_1uez,0.104371,0.884392,LONG,LONG,1,0.008255,0.0,0.0,2,3,0.149175,0.307706,0.0,0.0,2,2,0,0
dio_074d,dio_1vb3,0.106944,0.879318,SHORT,LONG,0,0.0,0.0,0.002386,2,4,0.0,0.063969,0.1536,0.0,0,4,2,0
dio_0byw,dio_0irs,0.107597,0.87802,LONG,LONG,1,0.048805,0.0,0.0,10,2,1.0,0.130321,0.0,0.0,1,2,0,0
dio_0v36,dio_0wsj,0.107844,0.877528,SHORT,LONG,0,0.0,0.0,0.00245,2,2,0.0,0.130805,0.1536,0.0,0,2,2,0
dio_0irs,dio_0n4c,0.109358,0.8745,LONG,SHORT,0,0.0,0.0,0.015829,2,4,0.130321,0.0,0.0,0.474472,2,0,0,2
dio_0f4h,dio_1144,0.109394,0.874427,LONG,SHORT,0,0.0,0.0,0.006983,4,2,0.20001,0.0,0.0,0.1536,3,0,0,2
dio_0qb3,dio_0vyd,0.111136,0.870917,LONG,SHORT,0,0.0,0.0,0.0001,4,2,0.00299,0.0,0.0,0.138131,4,0,0,2
dio_0k53,dio_13wt,0.111342,0.8705,LONG,SHORT,0,0.0,0.0,0.002701,2,2,0.1536,0.0,0.0,0.139362,2,0,0,2
dio_1ml8,dio_1vb3,0.111928,0.869312,LONG,LONG,1,0.001606,0.0,0.0,2,4,0.103676,0.063969,0.0,0.0,2,4,0,0
dio_07yj,dio_13wt,0.112981,0.86717,LONG,SHORT,0,0.0,0.0,0.002218,2,2,0.126316,0.0,0.0,0.139362,2,0,0,2
dio_0byw,dio_0qyu,0.113382,0.866351,LONG,LONG,1,0.051902,0.0,0.0,10,2,1.0,0.1536,0.0,0.0,1,2,0,0
dio_1144,dio_1tg9,0.113922,0.865248,SHORT,LONG,0,0.0,0.0,0.002785,2,2,0.0,0.1536,0.1536,0.0,0,2,2,0
dio_0oio,dio_1hkr,0.114022,0.865042,LONG,-,0,0.0,0.0,0.0,3,4,0.116848,0.0,0.0,0.0,3,0,0,0
dio_074d,dio_0f4h,0.114109,0.864864,SHORT,LONG,0,0.0,0.0,0.007341,2,4,0.0,0.20001,0.1536,0.0,0,3,2,0
dio_11wp,dio_1hkr,0.114575,0.863908,-,-,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0,0,0,0
dio_12qo,dio_1hkr,0.114916,0.863208,-,-,0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0,0,0,0
dio_13wt,dio_1vb3,0.116473,0.859999,SHORT,LONG,0,0.0,0.0,0.002193,2,4,0.0,0.063969,0.139362,0.0,0,4,2,0
dio_1ml8,dio_1tg9,0.116613,0.859709,LONG,LONG,1,0.001972,0.0,0.0,2,2,0.103676,0.1536,0.0,0.0,2,2,0,0
dio_0qb3,dio_0v36,0.116934,0.859045,LONG,SHORT,0,0.0,0.0,0.00011,4,2,0.00299,0.0,0.0,0.1536,4,0,0,2
dio_0rh0,dio_1hkr,0.117217,0.85846,SHORT,-,0,0.0,0.0,0.0,4,4,0.0,0.0,0.030243,0.0,0,0,4,0
dio_1144,dio_1vb3,0.118197,0.856424,SHORT,LONG,0,0.0,0.0,0.002269,2,4,0.0,0.063969,0.1536,0.0,0,4,2,0
dio_07yj,dio_0nmi,0.118764,0.855242,LONG,LONG,1,0.000498,0.0,0.0,2,4,0.126316,0.016255,0.0,0.0,2,4,0,0
dio_074d,dio_0b0d,0.119092,0.854558,SHORT,SHORT,1,0.0,0.018888,0.0,2,4,0.0,0.0,0.1536,0.518315,0,0,2,2
dio_07yj,dio_081d,0.119704,0.85328,LONG,LONG,1,0.00235,0.0,0.0,2,2,0.126316,0.149175,0.0,0.0,2,2,0,0
dio_11wp,dio_1ieq,0.121157,0.850234,-,LONG,0,0.0,0.0,0.0,4,4,0.0,0.050943,0.0,0.0,0,4,0,0
dio_052z,dio_0dcm,0.121485,0.849543,LONG,SHORT,0,0.0,0.0,0.010113,4,2,0.349178,0.0,0.0,0.116029,2,0,0,2
dio_0nv8,dio_18wf,0.121661,0.849173,SHORT,LONG,0,0.0,0.0,0.010444,3,2,0.0,0.1536,0.387766,0.0,0,2,2,0
dio_12qo,dio_1ieq,0.122377,0.847664,-,LONG,0,0.0,0.0,0.0,2,4,0.0,0.050943,0.0,0.0,0,4,0,0
dio_0k53,dio_1144,0.122711,0.846958,LONG,SHORT,0,0.0,0.0,0.002795,2,2,0.1536,0.0,0.0,0.1536,2,0,0,2
dio_0k53,dio_1ml8,0.123998,0.844233,LONG,LONG,1,0.001978,0.0,0.0,2,2,0.1536,0.103676,0.0,0.0,2,2,0,0
dio_0rh0,dio_1ieq,0.124023,0.844181,SHORT,LONG,0,0.0,0.0,0.000726,4,4,0.0,0.050943,0.030243,0.0,0,4,4,0
dio_0f4h,dio_13wt,0.125775,0.840454,LONG,SHORT,0,0.0,0.0,0.006747,4,2,0.20001,0.0,0.0,0.139362,3,0,0,2
dio_0nmi,dio_13wt,0.127799,0.836127,LONG,SHORT,0,0.0,0.0,0.000559,4,2,0.016255,0.0,0.0,0.139362,4,0,0,2
dio_052z,dio_1r0h,0.129655,0.832136,LONG,SHORT,0,0.0,0.0,0.084342,4,4,0.349178,0.0,0.0,0.528832,2,0,0,2
dio_0qyu,dio_1sxo,0.129798,0.831829,LONG,SHORT,0,0.0,0.0,0.001423,2,2,0.1536,0.0,0.0,0.075395,2,0,0,2
dio_074d,dio_0nmi,0.129957,0.831486,SHORT,LONG,0,0.0,0.0,0.000609,2,4,0.0,0.016255,0.1536,0.0,0,4,2,0
dio_18iw,dio_1ll4,0.130714,0.829852,SHORT,-,0,0.0,0.0,0.0,3,4,0.0,0.0,0.020306,0.0,0,0,3,0
dio_0rej,dio_0v7w,0.130858,0.829541,SHORT,SHORT,1,0.0,0.004857,0.0,2,3,0.0,0.0,0.1536,0.183009,0,0,2,3
dio_074d,dio_081d,0.132047,0.826968,SHORT,LONG,0,0.0,0.0,0.002874,2,2,0.0,0.149175,0.1536,0.0,0,2,2,0
dio_0zlr,dio_1bzs,0.132066,0.826927,SHORT,SHORT,1,0.0,0.004957,0.0,3,3,0.0,0.0,0.136095,0.140884,0,0,3,3
dio_0v36,dio_1mc3,0.132463,0.826066,SHORT,SHORT,1,0.0,0.007936,0.0,2,3,0.0,0.0,0.1536,0.293248,0,0,2,2
dio_0lt6,dio_0rh0,0.132925,0.825063,SHORT,SHORT,1,0.0,0.006526,0.0,6,4,0.0,0.0,0.313441,0.030243,0,0,3,4
dio_01nf,dio_0qb3,0.133063,0.824763,LONG,LONG,1,3.4e-05,0.0,0.0,4,4,0.024283,0.00299,0.0,0.0,4,4,0,0
dio_1h37,dio_1ll4,0.134266,0.822145,-,-,0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0,0,0,0
dio_0rej,dio_0w1v,0.13442,0.821811,SHORT,SHORT,1,0.0,0.002216,0.0,2,2,0.0,0.0,0.1536,0.127016,0,0,2,2
dio_0lt6,dio_11wp,0.135566,0.81931,SHORT,-,0,0.0,0.0,0.0,6,4,0.0,0.0,0.313441,0.0,0,0,3,0
dio_07yj,dio_0f4h,0.136106,0.818131,LONG,LONG,1,0.006004,0.0,0.0,2,4,0.126316,0.20001,0.0,0.0,2,3,0,0
dio_13wt,dio_1uez,0.136639,0.816965,SHORT,LONG,0,0.0,0.0,0.00779,2,3,0.0,0.307706,0.139362,0.0,0,2,2,0
dio_19qg,dio_1iuq,0.137085,0.815987,SHORT,SHORT,1,0.0,0.000373,0.0,1,3,0.0,0.0,0.054799,0.070574,0,0,1,3
dio_0dcm,dio_0irs,0.137426,0.815241,SHORT,LONG,0,0.0,0.0,0.002095,2,2,0.0,0.130321,0.116029,0.0,0,2,2,0
dio_0lt6,dio_12qo,0.13749,0.815101,SHORT,-,0,0.0,0.0,0.0,6,2,0.0,0.0,0.313441,0.0,0,0,3,0
dio_1144,dio_1uez,0.137688,0.814667,SHORT,LONG,0,0.0,0.0,0.008061,2,3,0.0,0.307706,0.1536,0.0,0,2,2,0
dio_1ml8,dio_1uez,0.138086,0.813793,LONG,LONG,1,0.005706,0.0,0.0,2,3,0.103676,0.307706,0.0,0.0,2,2,0,0
dio_0rej,dio_0wsj,0.139926,0.809749,SHORT,LONG,0,0.0,0.0,0.002367,2,2,0.0,0.130805,0.1536,0.0,0,2,2,0
dio_00eh,dio_0fp8,0.140268,0.808995,SHORT,SHORT,1,0.0,0.007342,0.0,4,4,0.0,0.0,0.081464,0.194951,0,0,4,3
dio_13wt,dio_1tki,0.140984,0.807417,SHORT,LONG,0,0.0,0.0,0.002589,2,2,0.0,0.1536,0.139362,0.0,0,2,2,0
dio_0v36,dio_18wf,0.141681,0.805878,SHORT,LONG,0,0.0,0.0,0.002847,2,2,0.0,0.1536,0.1536,0.0,0,2,2,0
dio_0w1v,dio_1at7,0.142896,0.803194,SHORT,SHORT,1,0.0,0.000217,0.0,2,2,0.0,0.0,0.127016,0.014405,0,0,2,2
dio_01nf,dio_0rej,0.142946,0.803083,LONG,SHORT,0,0.0,0.0,0.000858,4,2,0.024283,0.0,0.0,0.1536,4,0,0,2
dio_0ifl,dio_0vyd,0.143791,0.801211,SHORT,SHORT,1,0.0,0.000618,0.0,1,2,0.0,0.0,0.068948,0.138131,0,0,1,2
dio_07yj,dio_1144,0.144055,0.800626,LONG,SHORT,0,0.0,0.0,0.002295,2,2,0.126316,0.0,0.0,0.1536,2,0,0,2
dio_0ifl,dio_0qb3,0.145146,0.798206,SHORT,LONG,0,0.0,0.0,2.6e-05,1,4,0.0,0.00299,0.068948,0.0,0,4,1,0
dio_0i5m,dio_0vyd,0.145273,0.797926,SHORT,SHORT,1,0.0,0.002259,0.0,2,2,0.0,0.0,0.13238,0.138131,0,0,2,2
